Country,YearMon,Region,Load,NetIM,Nuclear,NRenew,Renew,DAPrice,treat,AvgTemp,MaxTemp,MinTemp,winter,summer,Population,HDD,CDD,MarketIDX,CPI,GDP
HU,Oct 2022,CEE,7934.80523,1616.4342,3000.56134,2262.925645,1074.970225,223.01429515418502,0,NA,NA,NA,NA,NA,9730772,NA,NA,NA,NA,NA
IE,Jan 2019,BI,5308.43961,164.34964,0,2430.95906,1660.91656,79.04709677419355,1,6.155879292403746,8.351092611862644,3.9625390218522374,1,0,5006324,356.85,0,NA,100,NA
IE,Feb 2019,BI,4779.45895,-115.91082,0,1829.97211,2411.93758,54.81657738095238,1,7.762619047619048,11.140668202764978,4.396071428571429,1,0,5006324,278.95,0,NA,100.8,NA
IE,Mar 2019,BI,5156.07841,-93.05144,0,2148.81353,2100.10957,49.255537634408604,1,7.671770833333333,11.123437500000001,4.214360041623309,0,1,5006324,322.39,0,NA,101.6,NA
IE,Apr 2019,BI,4806.21649,-82.7521,0,2024.16077,1627.38866,49.42298611111111,1,9.3247311827957,13.098172043010754,5.553978494623657,0,1,5006324,258.98,0,NA,102,NA
IE,May 2019,BI,4690.50856,-22.76064,0,2607.75702,1088.68703,48.89934139784946,1,11.194148380355278,15.410948905109489,6.9773486430062635,0,1,5006324,212.67,0,NA,101.9,NA
IE,Jun 2019,BI,4371.98955,-150.23208,0,2592.06515,1241.34616,41.749180555555554,1,13.176133909287257,16.997840172786177,9.358924731182796,0,1,5006324,142.82,0,NA,102.1,NA
IE,Jul 2019,BI,4547.44354,129.5009,0,2381.21819,968.86299,50.294072580645164,1,16.444640998959418,20.254214360041626,12.638709677419355,0,1,5006324,29.92,0,NA,101.9,90074.5
IE,Aug 2019,BI,4542.58578,81.5868,0,2162.58865,1630.34209,45.57623655913979,1,15.70797024442083,19.239270833333336,12.147346514047868,0,1,5006324,46.39,0,NA,102.3,NA
IE,Sep 2019,BI,4515.17068,24.593859999999996,0,2233.03962,1605.7429300000001,44.093152777777775,1,13.696000000000002,17.34689880304679,10.02978494623656,1,0,5006324,113.9,0,NA,102,NA
IE,Oct 2019,BI,4915.36094,-121.80972,0,1915.43328,2008.27444,41.29048678720445,1,9.740481171548117,12.965483870967743,6.534963579604579,1,0,5006324,251.23,0,NA,101.8,91790.7
IE,Nov 2019,BI,5202.04833,-65.86146,0,2473.37027,1899.72358,51.99543055555556,1,6.414900662251656,9.132845894263218,3.738503253796096,1,0,5006324,338.03,0,NA,101.6,NA
IE,Dec 2019,BI,5231.13057,-109.57442,0,1986.17442,2399.07014,45.43686827956989,1,6.374431818181819,9.126155580608794,3.6217343578485184,1,0,5006324,354.45,0,NA,101.8,NA
IE,Jan 2020,BI,5401.1146,-20.48862,0,1964.36541,2428.84402,42.07091397849462,1,6.328632938643703,9.195479009687837,3.4670967741935486,1,0,5006324,355.01,0,31,101.1,93350
IE,Feb 2020,BI,5211.02399,-336.18494,0,1417.48686,3141.50838,33.0201867816092,1,6.0419239904988125,9.110817031070196,2.970581257413998,1,0,5006324,344.57,0,NA,101.7,NA
IE,Mar 2020,BI,5241.6164,-111.09797999999999,0,2019.45353,2488.18111,34.326102150537636,1,6.607319698600646,10.264978448275862,2.949030172413793,0,1,5006324,348.5,0,NA,102.1,NA
IE,Apr 2020,BI,4328.79241,83.36046,0,2446.41575,1151.254,27.985666666666667,1,9.987557603686637,14.38342922899885,5.5942462600690455,0,1,5006324,242.31,0,NA,101.7,87460.6
IE,May 2020,BI,4347.83242,-201.06074,0,2121.34352,1465.86845,23.55920698924731,1,12.233258928571429,16.992333333333335,7.485238623751388,0,1,5006324,178.86,0,NA,101.1,NA
IE,Jun 2020,BI,4314.64069,-239.01538,0,1992.61029,1403.16593,25.974375,1,14.010579064587974,17.613459399332594,10.406117908787543,0,1,5006324,113.65,0,NA,101.5,NA
IE,Jul 2020,BI,4600.13175,-223.5808,0,2052.69815,1517.64809,30.08228494623656,1,14.565662002152854,17.84236559139785,11.289128094725513,0,1,5006324,93.08,0,NA,101.3,98100.8
IE,Aug 2020,BI,4631.36425,-134.23714,0,2187.18571,1309.29443,36.904206989247314,1,15.70374862183021,19.1475780409042,12.263939720129171,0,1,5006324,47.87,0,NA,101.2,NA
IE,Sep 2020,BI,4670.05407,-211.05998,0,2362.49334,1518.93851,44.33236111111111,1,13.586781609195404,17.242004504504504,9.949666666666667,1,0,5006324,116.57,0,NA,100.8,NA
IE,Oct 2020,BI,4563.12046,-106.04846,0,2007.60139,2137.79074,48.83853963838665,1,10.003243243243244,13.076751946607342,6.912903225806452,1,0,5006324,245,0,NA,100.3,94898.5
IE,Nov 2020,BI,5106.22382,-161.66238,0,2295.64205,2321.92445,45.93723611111111,1,8.499535962877031,11.337455410225923,5.610562571756602,1,0,5006324,276.33,0,NA,100.6,NA
IE,Dec 2020,BI,5500.8716,-158.23972,0,2152.01551,2653.8648,58.82969086021505,1,5.329726516052319,7.924199288256228,2.682424916573971,1,0,5006324,382.61,0,NA,100.8,NA
IE,Jan 2021,BI,5578.62634,-36.78122,0,2636.38268,2091.75466,78.38739247311828,1,4.04815668202765,6.978801843317973,1.0776418242491659,1,0,5006324,416.04,0,NA,101,100145
IE,Feb 2021,BI,5064.36152,-114.79364,0,1458.37673,2882.5202,57.564434523809524,1,6.34251269035533,9.11979695431472,3.5262315270935964,1,0,5006324,324.58,0,NA,101.3,NA
IE,Mar 2021,BI,5365.05275,87.97276,0,1865.63501,2052.7967400000002,72.85447580645162,1,7.679199110122359,10.943715239154617,4.4119021134594,0,1,5006324,317.11,0,NA,102.2,NA
IE,Apr 2021,BI,4965.23091,167.73472,0,2264.41261,1347.9601499999999,85.49854166666667,1,7.589400921658987,12.298617511520739,2.8858620689655172,0,1,5006324,307.28,0,NA,102.8,104939
IE,May 2021,BI,4995.34969,265.78462,0,1701.64026,1519.15742,96.70641129032258,1,9.909788654060067,14.40967741935484,5.4064516129032265,0,1,5006324,254.64,0,NA,103,NA
IE,Jun 2021,BI,4701.05339,116.80264,0,1918.45693,1181.95323,95.062875,1,14.14361334867664,18.27974683544304,10.00529344073648,0,1,5006324,112.73,0,NA,103.1,NA
IE,Jul 2021,BI,4896.23904,480.02066,0,2015.55305,604.79721,143.47125,1,17.161092530657747,21.27935267857143,13.050945494994439,0,1,5006324,27.57,0.24,NA,103.5,111036.4
IE,Aug 2021,BI,4865.83253,95.69698,0,2155.67964,1128.5886,131.48373655913977,1,15.643849658314352,19.19599555061179,12.113793103448277,0,1,5006324,39.56,0,NA,104.2,NA
IE,Sep 2021,BI,4349.81662,68.31108,0,2335.91564,1002.01043,195.568,1,15.209404761904763,18.510046728971965,11.917376294591485,1,0,5006324,64.01,0,NA,104.6,NA
IE,Oct 2021,BI,5096.26394,74.81928,0,2295.78114,1955.38531,217.61940194714882,1,11.935794183445191,14.988133640552997,8.876640711902114,1,0,5006324,177.82,0,NA,105.4,109743.8
IE,Nov 2021,BI,5318.99466,-16.855,0,2640.63359,1925.44145,204.66079166666665,1,8.486178861788618,11.265952380952381,5.628850574712644,1,0,5006324,275.81,0,NA,106,NA
IE,Dec 2021,BI,5463.56505,-194.1815,0,2688.63868,2539.23664,250.39815860215054,1,7.354696789536267,9.925504151838672,4.7572580645161295,1,0,5006324,326.61,0,NA,106.5,NA
IE,Jan 2022,BI,5398.51229,-149.60106,0,2974.67743,2116.7889,201.39801075268818,1,6.312013348164628,9.287875417130145,3.3340378197997778,1,0,5006324,NA,NA,NA,106.1,116899.8
IE,Feb 2022,BI,5041.42927,-208.99786,0,1836.72918,3062.61476,175.22872023809524,1,7.180541871921183,10.104310344827587,4.254064039408867,1,0,5006324,NA,NA,NA,107.1,NA
IE,Mar 2022,BI,5383.36171,-28.77948,0,2475.60284,1967.6559,293.2048252688172,1,7.305895439377086,12.071857619577308,2.5408231368186875,0,1,5006324,NA,NA,NA,109.3,NA
IE,Apr 2022,BI,838.02291,0.5852999999999996,0,1860.97085,1431.70452,222.13186411149826,1,8.9,13.188735632183908,4.609425287356322,0,1,5006324,NA,NA,NA,110.3,123670.4
IE,May 2022,BI,0,0,0,2147.32265,1676.99246,149.7604743083004,0,12.634927697441602,16.334705228031147,8.937152391546164,0,1,5006324,NA,NA,NA,111.5,NA
IE,Jun 2022,BI,0,-52.27246,0,1988.92233,1230.80762,179.15759365994236,0,13.8175,17.387222222222224,10.24777777777778,0,1,5006324,NA,NA,NA,113,NA
IE,Jul 2022,BI,0,0,0,0,0,NA,0,16.463133640552996,20.388133640552997,12.706221198156683,0,1,5006324,NA,NA,NA,113.4,NA
IE,Aug 2022,BI,0,0,0,0,0,NA,0,16.26061946902655,20.989302325581395,11.504915514592934,0,1,5006324,NA,NA,NA,113.6,NA
IE,Sep 2022,BI,0,0,0,0,0,NA,0,NA,18.021854304635763,10.560805084745763,1,0,5006324,NA,NA,NA,113.6,NA
IE,Oct 2022,BI,872.57613,-2.28784,0,301.50456,430.84422,172.36136904761904,0,NA,NA,NA,NA,NA,5006324,NA,NA,NA,115.5,NA
IT,Jan 2019,AP,26595.72,2908.15779,0,16562.505,6602.063,66.99683243727598,1,1.9607312203643625,6.317645140247881,-1.505567520999354,1,0,59236213,424.99,0,NA,101.5,NA
IT,Feb 2019,AP,23703.625,3893.31485,0,13119.413,6808.029,57.30772156084656,1,5.7651908396946565,11.846490274253958,0.8292942583732058,1,0,59236213,296.61,0,NA,101.2,NA
IT,Mar 2019,AP,24289.24,3849.09222,0,13470.5025,7133.9375,51.48547192353644,1,9.28199494949495,15.448048941798943,3.437705453358006,0,1,59236213,235.92,0,NA,103.5,NA
IT,Apr 2019,AP,22045.511,2551.25159,0,12506.719,7051.13,53.53462962962963,1,11.242960146827478,16.318896551724137,6.588932985599275,0,1,59236213,162.78,0.01,NA,104,NA
IT,May 2019,AP,23133.7,3178.16766,0,11350.9205,8618.0425,51.55408602150538,1,12.827279812938427,17.319121797042555,8.950727883538635,0,1,59236213,111.1,0,NA,104.1,NA
IT,Jun 2019,AP,25555.177,3347.00158,0,12500.874,9639.906,53.5872700617284,1,24.20174029451138,29.659709821428574,18.17456049638056,0,1,59236213,7.21,68.2,NA,104.2,NA
IT,Jul 2019,AP,29013.88,3576.99282,0,15857.9985,9503.8825,53.836182795698925,1,25.370744680851065,30.54865168539326,19.672348484848488,0,1,59236213,5.07,105.75,NA,102.3,450624.6
IT,Aug 2019,AP,24540.389,2263.32224,0,14095.5385,8139.5445,53.45841696535245,1,25.55891341256367,30.568882978723405,19.953210010881396,0,1,59236213,5.28,113.06,NA,102.3,NA
IT,Sep 2019,AP,24454.272,2813.03225,0,14434.384,7096.697,147.68968827160495,1,20.605072463768117,25.479195402298853,15.265208333333334,1,0,59236213,19.08,18.33,NA,103.7,NA
IT,Oct 2019,AP,23847.532,3716.25826,0,14300.2945,5978.7985,68.51829898446834,1,16.82653594771242,21.05284384694933,12.422340425531916,1,0,59236213,50.87,0.48,NA,103.9,450320.5
IT,Nov 2019,AP,23589.101,3190.98906,0,12410.041,7981.584,48.65963580246913,1,11.124466750313676,14.222082018927445,8.17487733071639,1,0,59236213,196.85,0,NA,103.6,NA
IT,Dec 2019,AP,23380.642,3448.0871,0,11968.3275,7994.6585000000005,44.50483572281959,1,5.825025025025026,9.842119089316988,2.359949622166247,1,0,59236213,298.15,0,NA,103.8,NA
IT,Jan 2020,AP,25119.461,3397.40624,0,15121.6865,6762.7235,48.91297192353644,1,4.0647273675971825,8.501010330343966,0.7019898819561552,1,0,59236213,350.32,0,16,101.9,423378.4
IT,Feb 2020,AP,23346.331,4131.29764,0,12388.65,7009.323,39.84420498084291,1,8.777951635846373,14.175980975029727,3.5473193473193474,1,0,59236213,263.7,0,NA,101.4,NA
IT,Mar 2020,AP,21217.591,3980.12714,0,10585.1345,6870.4275,56.6827688172043,1,9.613867684478372,14.045621621621622,4.964947368421053,0,1,59236213,274,0,NA,103.6,NA
IT,Apr 2020,AP,17437.278,838.13699,0,8984.5645,7801.8865,24.999547839506175,1,13.814848484848486,19.3946735395189,7.61856786011657,0,1,59236213,136.53,0,NA,104.1,377879.2
IT,May 2020,AP,20086.693,1290.6585,0,8979.8315,9940.3125,23.14751045400239,1,16.61584014771828,22.01463865158162,11.020121184406083,0,1,59236213,35.78,2.12,NA,103.8,NA
IT,Jun 2020,AP,21529.229,638.65298,0,10945.98,9936.325,28.276052469135802,1,19.67269555883537,25.471777412538156,14.122908204711617,0,1,59236213,17.66,17.69,NA,103.8,NA
IT,Jul 2020,AP,26258.728,3104.91431,0,14114.53,8901.312,43.41990740740741,1,22.486903067167077,28.60432665080983,16.40087551913795,0,1,59236213,6.29,77.1,NA,103.1,429680.7
IT,Aug 2020,AP,23735.699,1568.57755,0,13654.738,8473.411,41.838266129032256,1,23.13512471072255,29.12505910165485,17.873998884551032,0,1,59236213,6.1,114.71,NA,101.8,NA
IT,Sep 2020,AP,23978.527,2113.18955,0,14080.3215,7746.0515,157.64155555555556,1,18.639306736429038,24.690104465618184,13.613359863558841,1,0,59236213,25.07,28.97,NA,102.7,NA
IT,Oct 2020,AP,23572.913,4182.37165,0,11397.0715,8004.0405,45.37372311827957,1,12.099340232858992,16.84849756208187,8.19132681721155,1,0,59236213,110.5,0.96,NA,103.3,428448.8
IT,Nov 2020,AP,23063.205,4264.59449,0,12915.7355,5958.2015,50.202839506172836,1,9.027400852179614,12.503193894855851,6.286113537117904,1,0,59236213,192,0,NA,103.3,NA
IT,Dec 2020,AP,23852.155,3377.87563,0,13794.153,6850.67,53.79403225806452,1,5.529500616522812,8.250053561863954,3.153340665383558,1,0,59236213,332.45,0,NA,103.5,NA
IT,Jan 2021,AP,24843.48,3444.23744,0,13744.2715,7790.1505,63.242677718040625,1,2.341839603695274,5.856373871232556,-0.5264254130788922,1,0,59236213,392.44,0,NA,102.6,429556.3
IT,Feb 2021,AP,22540.738,4454.30974,0,11254.7935,6933.6725,55.36562665343915,1,6.31650693749106,10.91894816305989,2.4280658025922235,1,0,59236213,270.79,0,NA,102.4,NA
IT,Mar 2021,AP,23991.398,4337.22775,0,12117.4505,7682.9575,60.504523596176824,1,7.593628205128206,13.892808912896692,1.6496330071174379,0,1,59236213,286.3,0,NA,104.2,NA
IT,Apr 2021,AP,21854.65,2927.54592,0,11703.8365,7352.4335,68.6649799382716,1,9.749125850794075,15.191049491049492,4.552864402864403,0,1,59236213,202.87,0,NA,105.1,441025.7
IT,May 2021,AP,21925.247,3476.28337,0,8930.996,9514.562,69.71043757467145,1,15.064975813831873,20.540118802832993,9.723798212871847,0,1,59236213,61.06,0.27,NA,105,NA
IT,Jun 2021,AP,24627.532,3582.61282,0,11553.4625,9341.9695,87.0220462962963,1,22.07718165927121,28.518716136631333,15.848080949057922,0,1,59236213,8.28,53.68,NA,105.2,NA
IT,Jul 2021,AP,27596.245,4455.41902,0,13694.492,9454.867,104.94241636798088,1,23.518184130213633,29.872207994655383,17.55497797356828,0,1,59236213,7.53,105.61,NA,104.1,453727.2
IT,Aug 2021,AP,24288.242,3772.68611,0,11470.2485,9109.3015,116.33962813620072,1,22.631330199466397,29.187547253724706,16.553956201166503,0,1,59236213,10.78,108.73,NA,104.3,NA
IT,Sep 2021,AP,24416.656,4159.76518,0,13773.5975,6529.5275,172.23862654320988,1,18.932791185729275,25.45397518382353,13.459624573378841,1,0,59236213,15.78,20.08,NA,105.7,NA
IT,Oct 2021,AP,23868.243,4274.44151,0,12941.0805,6745.7315,298.8567667264038,1,11.918610579987254,17.32136323070058,7.678876975793081,1,0,59236213,109.31,0.25,NA,106.6,456126.9
IT,Nov 2021,AP,24158.342,2219.09114,0,16136.421,5986.807,228.19859722222222,1,8.13660949868074,11.337191232749623,5.4687478440841675,1,0,59236213,201.5,0,NA,107.3,NA
IT,Dec 2021,AP,25158.863,2329.78963,0,15828.5675,7155.0955,274.9178285543608,1,3.7636281471917368,7.509332572732459,0.6966433092224232,1,0,59236213,349.93,0,NA,107.8,NA
IT,Jan 2022,AP,25059.56,2587.50219,0,15969.687,6712.841,222.91262992831543,1,3.2280505655355958,7.977041115145836,-0.5248113317078834,1,0,59236213,NA,NA,NA,107.8,462076
IT,Feb 2022,AP,23130.315,3570.8974,0,13832.49,5949.743,210.82382605820106,1,7.6108757062146895,12.640782122905028,2.027854855923159,1,0,59236213,NA,NA,NA,108.7,NA
IT,Mar 2022,AP,24906.569,3539.56286,0,15350.1305,6259.9385,303.8761155913979,1,8.931818181818182,14.181473684210527,2.774085365853659,0,1,59236213,NA,NA,NA,111.3,NA
IT,Apr 2022,AP,21915.42,3484.73046,0,11412.9225,7305.6985,242.5861111111111,1,12.758678756476685,17.739704329461457,6.991658488714426,0,1,59236213,NA,NA,NA,111.7,472024
IT,May 2022,AP,23321.089,4591.54605,0,11275.5775,7613.0055,230.54386051373956,0,20.152711223203028,25.22619775739042,14.335816618911176,0,1,59236213,NA,NA,NA,112.7,NA
IT,Jun 2022,AP,25408.919,3956.31177,0,13526.585,7938.499,269.4753950617284,0,24.887548638132298,30.324105263157897,18.72623274161736,0,1,59236213,NA,NA,NA,114.1,NA
IT,Jul 2022,AP,28257.849,4772.56594,0,15640.7975,7902.3385,432.2043100358423,0,26.87693266832918,32.77679837892604,20.268690702087287,0,1,59236213,NA,NA,NA,112.8,NA
IT,Aug 2022,AP,23532.126,2829.78792,0,13699.6465,7112.5045,529.1871251493429,0,25.86390977443609,31.21875,19.749759846301636,0,1,59236213,NA,NA,NA,113.8,NA
IT,Sep 2022,AP,23398.956,3605.16587,0,13472.748,6445.223,470.7768024691358,0,NA,25.715032679738563,15.036065573770493,1,0,59236213,NA,NA,NA,115.6,NA
IT,Oct 2022,AP,13053.96,2447.42362,0,7644.842,3074.447,414.096847772883,0,NA,NA,NA,NA,NA,59236213,NA,NA,NA,120.2,NA
LT,Jan 2019,NE,1173.51493,917.80472,0,49.71095,222.10995,56.529825268817206,1,NA,NA,NA,NA,NA,2795680,685.15,0,NA,107.6,NA
LT,Feb 2019,NE,996.77215,713.17007,0,50.7828,245.67861,46.953065476190474,1,NA,NA,NA,NA,NA,2795680,465.9,0,NA,107.86,NA
LT,Mar 2019,NE,1057.3296,733.17754,0,58.7729,276.8904,39.96680107526882,1,NA,NA,NA,NA,NA,2795680,451.65,0,NA,108.88,NA
LT,Apr 2019,NE,968.35268,716.54472,0,53.73011,213.80174,43.444472222222224,1,NA,NA,NA,NA,NA,2795680,278.25,0,NA,109.85,NA
LT,May 2019,NE,986.22408,776.04718,0,51.344879999999996,181.43958,44.13881720430108,1,NA,NA,NA,NA,NA,2795680,169.1,0,NA,110.15,NA
LT,Jun 2019,NE,959.70369,806.91449,0,47.471135,143.506915,44.67,1,NA,NA,NA,NA,NA,2795680,4,11.09,NA,109.87,NA
LT,Jul 2019,NE,950.2748,790.79609,0,49.21323,155.4839,48.986747311827955,1,NA,NA,NA,NA,NA,2795680,39.53,0.18,NA,109.51,12219.7
LT,Aug 2019,NE,960.69095,852.42157,0,46.21198,106.13563,49.338024193548385,1,NA,NA,NA,NA,NA,2795680,14.16,0.27,NA,109.03,NA
LT,Sep 2019,NE,950.64351,758.50925,0,61.189035,173.005005,48.804972222222226,1,NA,NA,NA,NA,NA,2795680,142.7,0,NA,110.02,NA
LT,Oct 2019,NE,1030.45026,826.80968,0,58.30097,179.55706,46.98811827956989,1,NA,NA,NA,NA,NA,2795680,262.56,0,NA,110.1,12544.9
LT,Nov 2019,NE,1052.14979,822.22819,0,51.44554,198.04719,44.698972222222224,1,NA,NA,NA,NA,NA,2795680,394.33,0,NA,110.1,NA
LT,Dec 2019,NE,1088.0794,814.81265,0,52.11012,242.76415,38.95915322580645,1,NA,NA,NA,NA,NA,2795680,484.03,0,NA,110.62,NA
LT,Jan 2020,NE,1104.5552500000001,804.92614,0,54.213525,268.500755,30.818655913978496,1,NA,NA,NA,NA,NA,2795680,479.65,0,22.9,110.81,12573.1
LT,Feb 2020,NE,1024.90256,718.17103,0,79.505655,268.636805,27.75889367816092,1,NA,NA,NA,NA,NA,2795680,453.55,0,NA,110.84,NA
LT,Mar 2020,NE,1019.75224,732.36795,0,67.60875,212.09647999999999,23.968010752688173,1,NA,NA,NA,NA,NA,2795680,449.77,0,NA,110.69,NA
LT,Apr 2020,NE,874.38843,634.70622,0,62.8356,211.15373,23.296083333333332,1,NA,NA,NA,NA,NA,2795680,344.48,0,NA,110.86,11897.7
LT,May 2020,NE,899.85685,631.74837,0,121.36221499999999,182.300565,24.5152688172043,1,NA,NA,NA,NA,NA,2795680,240.07,0,NA,110.34,NA
LT,Jun 2020,NE,908.3403,582.5235,0,212.73249,129.11134,38.64425,1,NA,NA,NA,NA,NA,2795680,31.59,0.85,NA,110.81,NA
LT,Jul 2020,NE,925.56464,566.93697,0,212.90776,164.43945,31.77244623655914,1,NA,NA,NA,NA,NA,2795680,28.54,0,NA,110.53,12529.1
LT,Aug 2020,NE,956.87336,623.37102,0,255.59104,97.50115,43.347150537634406,1,NA,NA,NA,NA,NA,2795680,17.63,0.21,NA,110.32,NA
LT,Sep 2020,NE,948.80539,580.0916,0,216.08332,175.06749,39.43633333333333,1,NA,NA,NA,NA,NA,2795680,80.69,0,NA,110.66,NA
LT,Oct 2020,NE,1018.39219,713.48546,0,151.61098,180.50776,37.75985215053763,1,NA,NA,NA,NA,NA,2795680,241.58,0,NA,110.65,12743.7
LT,Nov 2020,NE,1048.43786,744.1381,0,140.629145,198.856795,41.185402777777774,1,NA,NA,NA,NA,NA,2795680,388.38,0,NA,110.49,NA
LT,Dec 2020,NE,1112.53802,748.37572,0,170.856065,228.165745,45.755940860215055,1,NA,NA,NA,NA,NA,2795680,549.71,0,NA,110.54,NA
LT,Jan 2021,NE,1140.91826,887.32894,0,126.29441,158.62182,53.65866935483871,1,NA,NA,NA,NA,NA,2795680,668.63,0,NA,111.05,13183.7
LT,Feb 2021,NE,1067.90742,811.31792,0,124.4614,160.50967,59.276473214285716,1,NA,NA,NA,NA,NA,2795680,661.2,0,NA,111.33,NA
LT,Mar 2021,NE,1057.59084,766.09178,0,116.043775,200.994785,47.99090053763441,1,NA,NA,NA,NA,NA,2795680,503.5,0,NA,112.43,NA
LT,Apr 2021,NE,931.24977,666.82794,0,98.111485,191.287365,44.810375,1,NA,NA,NA,NA,NA,2795680,350.87,0,NA,113.57,13784.2
LT,May 2021,NE,946.29915,709.09928,0,81.24853,185.72937,50.378588709677416,1,NA,NA,NA,NA,NA,2795680,206.39,0,NA,114.19,NA
LT,Jun 2021,NE,941.61123,653.13741,0,182.724645,118.439855,77.78602777777778,1,22.026666666666667,27,16.826666666666668,0,1,2795680,14.39,15.02,NA,114.74,NA
LT,Jul 2021,NE,992.40514,747.89386,0,130.07062,138.70678,88.2491935483871,1,22.2,26.761290322580646,17.170967741935485,0,1,2795680,0.03,33.95,NA,115.3,14241.4
LT,Aug 2021,NE,960.99675,739.05136,0,78.29895499999999,162.817835,87.85059139784946,1,15.916129032258064,19.92258064516129,11.996774193548386,0,1,2795680,33.73,0,NA,115.79,NA
LT,Sep 2021,NE,985.0229,638.86316,0,182.84835,180.21032,123.93326388888889,1,10.69,14.633333333333333,7.0633333333333335,1,0,2795680,190.38,0,NA,117.72,NA
LT,Oct 2021,NE,1040.3989,760.90127,0,69.03858,248.24033,108.91602150537635,1,7.541935483870968,11.112903225806452,4.370967741935484,1,0,2795680,296.19,0,NA,119.69,14953.1
LT,Nov 2021,NE,1074.88882,839.82931,0,38.20174,231.08906,127.91077777777778,1,3.0933333333333333,4.916666666666667,0.8033333333333333,1,0,2795680,424.09,0,NA,120.76,NA
LT,Dec 2021,NE,1234.8883,974.77164,0,87.965665,205.894565,212.1113306451613,1,-3.864516129032258,-1.6935483870967742,-6.287096774193548,1,0,2795680,666.82,0,NA,122.37,NA
LT,Jan 2022,NE,1186.92506,876.32569,0,28.974169999999997,299.29174,146.01452956989246,1,-1.6419354838709677,0.22580645161290322,-4.448387096774193,1,0,2795680,NA,NA,NA,124.68,15672
LT,Feb 2022,NE,1048.22604,726.92911,0,22.442645,330.510595,104.66544642857143,1,0.1857142857142857,2.4285714285714284,-1.8214285714285714,1,0,2795680,NA,NA,NA,126.87,NA
LT,Mar 2022,NE,1135.65441,819.068,0,84.487785,247.454985,170.0631317204301,1,1.403225806451613,6.290322580645161,-3.5161290322580645,0,1,2795680,NA,NA,NA,129.93,NA
LT,Apr 2022,NE,1004.42207,717.69281,0,36.02839,266.16303,116.51902777777778,1,5.413333333333333,9.336666666666666,0.9666666666666667,0,1,2795680,NA,NA,NA,132.4,16318.6
LT,May 2022,NE,931.36498,694.9953,0,28.001275,236.780775,164.861061827957,0,10.86774193548387,15.67741935483871,5.516129032258065,0,1,2795680,NA,NA,NA,135.3,NA
LT,Jun 2022,NE,906.35423,690.67073,0,62.827855,170.532945,223.382875,0,16.37857142857143,21.357142857142858,11.285714285714286,0,1,2795680,NA,NA,NA,138.31,NA
LT,Jul 2022,NE,977.56897,684.51438,0,69.636785,232.148465,305.3799059139785,0,NA,NA,NA,NA,NA,2795680,NA,NA,NA,139.36,NA
LT,Aug 2022,NE,1008.67885,702.65295,0,110.25234,196.78922,480.5012365591398,0,NA,NA,NA,NA,NA,2795680,NA,NA,NA,140.18,NA
LT,Sep 2022,NE,896.18459,668.0033,0,26.858945,183.097735,359.38065277777775,0,NA,NA,NA,NA,NA,2795680,NA,NA,NA,144.23,NA
LT,Oct 2022,NE,549.40036,378.44599,0,16.10973,156.77054,209.26958149779736,0,NA,NA,NA,NA,NA,2795680,NA,NA,NA,NA,NA
LV,Jan 2019,NE,697.044,106.04375,0,440.286,156.432,56.651666666666664,1,-3.816777629826898,-1.49652870493992,-7.058344459279039,1,0,1893223,695.71,0,NA,106.53,NA
LV,Feb 2019,NE,610.69,145.07575,0,252.443,217.532,47.26474702380953,1,0.8395511921458626,3.188243430152144,-1.8615491009681882,1,0,1893223,483.99,0,NA,106.64,NA
LV,Mar 2019,NE,643.733,-39.2435,0,227.269,456.36899999999997,40.04616935483871,1,2.2491782553729456,5.641154328732748,-1.2671267252195735,0,1,1893223,483.52,0,NA,107.85,NA
LV,Apr 2019,NE,577.46,81.0226,0,145.501,352.909,43.444472222222224,1,7.905242463958061,13.644401544401545,1.6855855855855857,0,1,1893223,301.62,0,NA,108.86,NA
LV,May 2019,NE,579.072,158.9882,0,197.803,222.104,44.304798387096774,1,11.74458281444583,16.646575342465756,6.290909090909091,0,1,1893223,194.64,0,NA,109.53,NA
LV,Jun 2019,NE,551.718,142.59065,0,287.21,121.708,44.67,1,18.681233595800524,24.255645161290325,12.34758064516129,0,1,1893223,15.71,2.66,NA,109.85,NA
LV,Jul 2019,NE,551.992,194.9489,0,246.717,106.941,48.995658602150534,1,16.25,20.8965,11.414875,0,1,1893223,61.78,0.56,NA,108.89,7669.9
LV,Aug 2019,NE,575.689,50.85515,0,392.594,130.263,49.459637096774195,1,16.966186107470513,22.224869109947644,11.33586387434555,0,1,1893223,28.26,0.01,NA,109.08,NA
LV,Sep 2019,NE,562.172,15.61215,0,419.587,126.169,48.85715277777778,1,12.380192076830733,17.141766109785205,7.79236276849642,1,0,1893223,156.03,0,NA,108.91,NA
LV,Oct 2019,NE,609.683,105.78675,0,294.784,210.713,47.352728494623655,1,8.476691729323308,11.54051094890511,5.365328467153285,1,0,1893223,291.28,0,NA,109.06,7744.3
LV,Nov 2019,NE,622.132,40.3301,0,258.675,324.42,45.262930555555556,1,4.039512195121952,5.908891595615104,1.9193666260657736,1,0,1893223,424.23,0,NA,108.68,NA
LV,Dec 2019,NE,643.835,91.08145,0,208.739,330.136,39.034569892473115,1,2.56575,4.222388059701493,0.5044776119402985,1,0,1893223,486.15,0,NA,108.48,NA
