date,obs,synth,gaps,upper,lower,method,n,outcome,treated,CT
2016-06-15,97.96,95.71792019242662,2.2420798075733757,NA,NA,iid,96,NRG,PT,TRUE
2016-07-15,96.23,94.65628618917592,1.5737138108240885,NA,NA,iid,96,NRG,PT,TRUE
2016-08-15,95.52,93.54974711933008,1.9702528806699178,NA,NA,iid,96,NRG,PT,TRUE
2016-09-15,95.28,94.68985833897034,0.5901416610296621,NA,NA,iid,96,NRG,PT,TRUE
2016-10-15,96.58,95.44338412721291,1.1366158727870896,NA,NA,iid,96,NRG,PT,TRUE
2016-11-15,96.14,95.4077266868109,0.732273313189097,NA,NA,iid,96,NRG,PT,TRUE
2016-12-15,97.61,96.68525870823645,0.9247412917635529,NA,NA,iid,96,NRG,PT,TRUE
2017-01-15,100.39,97.89446178962244,2.4955382103775605,NA,NA,iid,96,NRG,PT,TRUE
2017-02-15,100.37,97.99061436243788,2.379385637562123,NA,NA,iid,96,NRG,PT,TRUE
2017-03-15,99.9,97.33629378146841,2.5637062185315926,NA,NA,iid,96,NRG,PT,TRUE
2017-04-15,99.86,96.98931250960284,2.8706874903971595,NA,NA,iid,96,NRG,PT,TRUE
2017-05-15,98.64,96.04518951198777,2.5948104880122287,NA,NA,iid,96,NRG,PT,TRUE
2017-06-15,97.75,95.12768409012696,2.6223159098730378,NA,NA,iid,96,NRG,PT,TRUE
2017-07-15,97.2,94.51701337505521,2.682986624944789,NA,NA,iid,96,NRG,PT,TRUE
2017-08-15,97.86,95.35532967803746,2.5046703219625357,NA,NA,iid,96,NRG,PT,TRUE
2017-09-15,98.76,98.01708962088689,0.7429103791131126,NA,NA,iid,96,NRG,PT,TRUE
2017-10-15,99.28,98.64662216195694,0.6333778380430601,NA,NA,iid,96,NRG,PT,TRUE
2017-11-15,100.48,99.48464895990284,0.9953510400971624,NA,NA,iid,96,NRG,PT,TRUE
2017-12-15,100.68,99.73200897268975,0.9479910273102519,NA,NA,iid,96,NRG,PT,TRUE
2018-01-15,102.47,100.4655124156109,2.0044875843890964,NA,NA,iid,96,NRG,PT,TRUE
2018-02-15,101.71,99.84239434945457,1.8676056505454284,NA,NA,iid,96,NRG,PT,TRUE
2018-03-15,100.92,99.25233809694001,1.6676619030599937,NA,NA,iid,96,NRG,PT,TRUE
