p_val,att,se,method,n,outcome,treated,CT
0.10498950104989502,NA,NA,iid 10000,72,NRG,PT,FALSE
0.34615384615384615,NA,NA,mb,72,NRG,PT,FALSE
0.6173826173826173,NA,NA,iid 1000,72,IGD_NNRG,PT,FALSE
0.619876024795041,NA,NA,iid 5000,72,IGD_NNRG,PT,FALSE
0.61003899610039,NA,NA,iid 10000,72,IGD_NNRG,PT,FALSE
0.5,NA,NA,mb,72,IGD_NNRG,PT,FALSE
0.2047952047952048,NA,NA,iid 1000,72,TOT_X_NRG,PT,FALSE
0.21075784843031392,NA,NA,iid 5000,72,TOT_X_NRG,PT,FALSE
0.21007899210078992,NA,NA,iid 10000,72,TOT_X_NRG,PT,FALSE
0.28205128205128205,NA,NA,mb,72,TOT_X_NRG,PT,FALSE
9.99000999000999e-4,NA,NA,iid 1000,96,DAA,PT,FALSE
1.999600079984003e-4,NA,NA,iid 5000,96,DAA,PT,FALSE
2.9997000299970003e-4,NA,NA,iid 10000,96,DAA,PT,FALSE
0.010416666666666666,NA,NA,mb,96,DAA,PT,FALSE
0.5154845154845155,NA,NA,iid 1000,96,CP00,PT,FALSE
0.5278944211157768,NA,NA,iid 5000,96,CP00,PT,FALSE
0.5348465153484652,NA,NA,iid 10000,96,CP00,PT,FALSE
0.49019607843137253,NA,NA,mb,96,CP00,PT,FALSE
0.012987012987012988,NA,NA,iid 1000,96,GD,PT,FALSE
0.016796640671865627,NA,NA,iid 5000,96,GD,PT,FALSE
0.016698330166983303,NA,NA,iid 10000,96,GD,PT,FALSE
0.11764705882352941,NA,NA,mb,96,GD,PT,FALSE
0.26673326673326675,NA,NA,iid 1000,96,SERV,PT,FALSE
0.28234353129374123,NA,NA,iid 5000,96,SERV,PT,FALSE
0.27027297270272976,NA,NA,iid 10000,96,SERV,PT,FALSE
0.30392156862745096,NA,NA,mb,96,SERV,PT,FALSE
0.002997002997002997,NA,NA,iid 1000,96,IGD,PT,FALSE
7.998400319936012e-4,NA,NA,iid 5000,96,IGD,PT,FALSE
3.9996000399960006e-4,NA,NA,iid 10000,96,IGD,PT,FALSE
0.049019607843137254,NA,NA,mb,96,IGD,PT,FALSE
0.1848151848151848,NA,NA,iid 1000,96,FOOD,PT,FALSE
0.16716656668666266,NA,NA,iid 5000,96,FOOD,PT,FALSE
0.16528347165283472,NA,NA,iid 10000,96,FOOD,PT,FALSE
0.22549019607843138,NA,NA,mb,96,FOOD,PT,FALSE
0.09490509490509491,NA,NA,iid 1000,96,NRG,PT,FALSE
0.11337732453509297,NA,NA,iid 5000,96,NRG,PT,FALSE
0.10718928107189282,NA,NA,iid 10000,96,NRG,PT,FALSE
0.3137254901960784,NA,NA,mb,96,NRG,PT,FALSE
0.5904095904095904,NA,NA,iid 1000,96,IGD_NNRG,PT,FALSE
0.5926814637072585,NA,NA,iid 5000,96,IGD_NNRG,PT,FALSE
0.5909409059094091,NA,NA,iid 10000,96,IGD_NNRG,PT,FALSE
0.5,NA,NA,mb,96,IGD_NNRG,PT,FALSE
0.15984015984015984,NA,NA,iid 1000,96,TOT_X_NRG,PT,FALSE
