unit,rmspe_ratio,rank,p_val,n,outcome,treated,CT
IT,0.961307116148032,21,0.875,72,IGD_NNRG,ES,TRUE
LT,0.977372915471018,18,0.75,72,IGD_NNRG,ES,TRUE
LU,1.14296827262021,17,0.7083333333333334,72,IGD_NNRG,ES,TRUE
LV,0.976127615466214,19,0.7916666666666666,72,IGD_NNRG,ES,TRUE
NL,2.4822765223702,4,0.16666666666666666,72,IGD_NNRG,ES,TRUE
NO,2.18590383327428,8,0.3333333333333333,72,IGD_NNRG,ES,TRUE
PL,0.794923857267391,22,0.9166666666666666,72,IGD_NNRG,ES,TRUE
RO,2.42493386086252,6,0.25,72,IGD_NNRG,ES,TRUE
SE,3.40464375062722,1,0.041666666666666664,72,IGD_NNRG,ES,TRUE
SI,2.44796875227901,5,0.20833333333333334,72,IGD_NNRG,ES,TRUE
SK,1.34607354111972,16,0.6666666666666666,72,IGD_NNRG,ES,TRUE
AT,3.75505547806996,9,0.375,72,TOT_X_NRG,ES,TRUE
BE,2.3059148914605,13,0.5416666666666666,72,TOT_X_NRG,ES,TRUE
BG,1.51925174403315,19,0.7916666666666666,72,TOT_X_NRG,ES,TRUE
CZ,4.08498764160246,7,0.2916666666666667,72,TOT_X_NRG,ES,TRUE
DE,3.8315271040168,8,0.3333333333333333,72,TOT_X_NRG,ES,TRUE
DK,1.38127443947011,21,0.875,72,TOT_X_NRG,ES,TRUE
EE,1.83376573894549,16,0.6666666666666666,72,TOT_X_NRG,ES,TRUE
GR,1.43608033654812,20,0.8333333333333334,72,TOT_X_NRG,ES,TRUE
ES,4.09353438990932,6,0.25,72,TOT_X_NRG,ES,TRUE
FI,1.83319622869559,17,0.7083333333333334,72,TOT_X_NRG,ES,TRUE
HR,6.44544119707118,4,0.16666666666666666,72,TOT_X_NRG,ES,TRUE
HU,7.97927331774815,2,0.08333333333333333,72,TOT_X_NRG,ES,TRUE
IE,1.83743182187709,15,0.625,72,TOT_X_NRG,ES,TRUE
IT,2.69495346757933,11,0.4583333333333333,72,TOT_X_NRG,ES,TRUE
LT,1.11255507158453,23,0.9583333333333334,72,TOT_X_NRG,ES,TRUE
LU,7.24991058555298,3,0.125,72,TOT_X_NRG,ES,TRUE
LV,4.31150158268055,5,0.20833333333333334,72,TOT_X_NRG,ES,TRUE
NL,1.5200567204722,18,0.75,72,TOT_X_NRG,ES,TRUE
NO,3.03169112427912,10,0.4166666666666667,72,TOT_X_NRG,ES,TRUE
PL,0.632194598174535,24,1,72,TOT_X_NRG,ES,TRUE
RO,9.13054264381069,1,0.041666666666666664,72,TOT_X_NRG,ES,TRUE
SE,1.13189924651018,22,0.9166666666666666,72,TOT_X_NRG,ES,TRUE
SI,2.06255724910908,14,0.5833333333333334,72,TOT_X_NRG,ES,TRUE
SK,2.36525615417629,12,0.5,72,TOT_X_NRG,ES,TRUE
AT,4.01964901594022,11,0.5238095238095238,96,DAA,ES,TRUE
BE,1.73658242367555,19,0.9047619047619048,96,DAA,ES,TRUE
CZ,5.20101915591946,7,0.3333333333333333,96,DAA,ES,TRUE
DE,45.7348795044041,9,0.42857142857142855,96,DAA,ES,TRUE
DK,4.7575012448166,10,0.47619047619047616,96,DAA,ES,TRUE
EE,8.77786298657299,2,0.09523809523809523,96,DAA,ES,TRUE
ES,17.335630765301,18,0.8571428571428571,96,DAA,ES,TRUE
FI,3.10127578686926,15,0.7142857142857143,96,DAA,ES,TRUE
GR,3.56747979236175,12,0.5714285714285714,96,DAA,ES,TRUE
HU,0.980442539058733,20,0.9523809523809523,96,DAA,ES,TRUE
IT,2.709050030302,16,0.7619047619047619,96,DAA,ES,TRUE
LT,7.92245336905494,3,0.14285714285714285,96,DAA,ES,TRUE
LU,47.2432025607743,8,0.38095238095238093,96,DAA,ES,TRUE
LV,3.50043684005837,13,0.6190476190476191,96,DAA,ES,TRUE
NL,2.68604354443819,17,0.8095238095238095,96,DAA,ES,TRUE
NO,3.36570764440999,14,0.6666666666666666,96,DAA,ES,TRUE
PL,9.14071706364084,1,0.047619047619047616,96,DAA,ES,TRUE
RO,0.48128314890981,21,1,96,DAA,ES,TRUE
SE,7.4640996558082,5,0.23809523809523808,96,DAA,ES,TRUE
SI,7.78621834924483,4,0.19047619047619047,96,DAA,ES,TRUE
SK,6.74753543467666,6,0.2857142857142857,96,DAA,ES,TRUE
AT,5.60783082334913,7,0.2916666666666667,96,CP00,ES,TRUE
BE,2.09607211738457,18,0.75,96,CP00,ES,TRUE
BG,1.36020104945107,23,0.9583333333333334,96,CP00,ES,TRUE
CZ,5.2502729847683,8,0.3333333333333333,96,CP00,ES,TRUE
DE,5.1071679846897,9,0.375,96,CP00,ES,TRUE
DK,4.05400292396017,12,0.5,96,CP00,ES,TRUE
EE,3.98813170642054,13,0.5416666666666666,96,CP00,ES,TRUE
GR,1.31087427252705,24,1,96,CP00,ES,TRUE
ES,10.2068582620771,21,0.875,96,CP00,ES,TRUE
FI,6.28831789194833,5,0.20833333333333334,96,CP00,ES,TRUE
HR,3.74168366220016,14,0.5833333333333334,96,CP00,ES,TRUE
HU,11.5037367318816,19,0.7916666666666666,96,CP00,ES,TRUE
IE,1.44965461844665,22,0.9166666666666666,96,CP00,ES,TRUE
IT,6.57044533352926,3,0.125,96,CP00,ES,TRUE
LT,4.26009969549176,11,0.4583333333333333,96,CP00,ES,TRUE
LU,10.5197802164555,20,0.8333333333333334,96,CP00,ES,TRUE
LV,9.02313575657289,1,0.041666666666666664,96,CP00,ES,TRUE
NL,5.79332230220431,6,0.25,96,CP00,ES,TRUE
NO,3.73861330455011,15,0.625,96,CP00,ES,TRUE
PL,2.83282429308652,17,0.7083333333333334,96,CP00,ES,TRUE
RO,7.31982868958716,2,0.08333333333333333,96,CP00,ES,TRUE
SE,5.07673223974298,10,0.4166666666666667,96,CP00,ES,TRUE
SI,6.40091841413204,4,0.16666666666666666,96,CP00,ES,TRUE
SK,2.91716119855534,16,0.6666666666666666,96,CP00,ES,TRUE
AT,7.15096250236279,4,0.16666666666666666,96,GD,ES,TRUE
BE,2.72746787136841,19,0.7916666666666666,96,GD,ES,TRUE
BG,2.54032977294368,20,0.8333333333333334,96,GD,ES,TRUE
CZ,5.04521654083231,11,0.4583333333333333,96,GD,ES,TRUE
DE,5.34993623804949,8,0.3333333333333333,96,GD,ES,TRUE
DK,4.75856132451286,13,0.5416666666666666,96,GD,ES,TRUE
EE,5.98686280595948,5,0.20833333333333334,96,GD,ES,TRUE
GR,5.93234985567138,6,0.25,96,GD,ES,TRUE
ES,7.97448230423726,2,0.08333333333333333,96,GD,ES,TRUE
FI,7.67447855949417,3,0.125,96,GD,ES,TRUE
HR,4.96773359647229,12,0.5,96,GD,ES,TRUE
HU,13.4150503129022,22,0.9166666666666666,96,GD,ES,TRUE
IE,1.49167656701459,24,1,96,GD,ES,TRUE
IT,5.34539247962893,9,0.375,96,GD,ES,TRUE
LT,4.24812603009007,14,0.5833333333333334,96,GD,ES,TRUE
LU,10.0530313721978,23,0.9583333333333334,96,GD,ES,TRUE
LV,9.9260860123029,1,0.041666666666666664,96,GD,ES,TRUE
NL,5.85010891461659,7,0.2916666666666667,96,GD,ES,TRUE
NO,3.20802569992118,17,0.7083333333333334,96,GD,ES,TRUE
PL,2.11819669278356,21,0.875,96,GD,ES,TRUE
RO,3.96772343861846,16,0.6666666666666666,96,GD,ES,TRUE
SE,5.3402515318365,10,0.4166666666666667,96,GD,ES,TRUE
SI,4.03255454457074,15,0.625,96,GD,ES,TRUE
SK,3.12416609347941,18,0.75,96,GD,ES,TRUE
AT,2.18061627602347,12,0.5,96,SERV,ES,TRUE
BE,1.26154673591316,20,0.8333333333333334,96,SERV,ES,TRUE
BG,1.40399253002739,18,0.75,96,SERV,ES,TRUE
CZ,2.44234045203571,9,0.375,96,SERV,ES,TRUE
DE,4.5909754208879,3,0.125,96,SERV,ES,TRUE
DK,0.896171632273177,23,0.9583333333333334,96,SERV,ES,TRUE
EE,2.13358324455509,13,0.5416666666666666,96,SERV,ES,TRUE
GR,0.710482537204958,24,1,96,SERV,ES,TRUE
ES,2.51737792288551,8,0.3333333333333333,96,SERV,ES,TRUE
FI,2.38480377398007,10,0.4166666666666667,96,SERV,ES,TRUE
HR,3.83422137918532,6,0.25,96,SERV,ES,TRUE
HU,5.6964044108211,2,0.08333333333333333,96,SERV,ES,TRUE
IE,1.71083660305219,16,0.6666666666666666,96,SERV,ES,TRUE
IT,2.22436170144339,11,0.4583333333333333,96,SERV,ES,TRUE
LT,2.00865080312965,14,0.5833333333333334,96,SERV,ES,TRUE
LU,5.85935204023154,1,0.041666666666666664,96,SERV,ES,TRUE
LV,4.34288419650862,4,0.16666666666666666,96,SERV,ES,TRUE
NL,1.60321775107642,17,0.7083333333333334,96,SERV,ES,TRUE
NO,4.00570170377515,5,0.20833333333333334,96,SERV,ES,TRUE
PL,1.80128948520228,15,0.625,96,SERV,ES,TRUE
RO,1.2775723835828,19,0.7916666666666666,96,SERV,ES,TRUE
SE,3.73171151059887,7,0.2916666666666667,96,SERV,ES,TRUE
SI,1.03441916565102,21,0.875,96,SERV,ES,TRUE
SK,0.928452340813891,22,0.9166666666666666,96,SERV,ES,TRUE
AT,3.40843379144205,18,0.75,96,IGD,ES,TRUE
BE,3.61199327798135,17,0.7083333333333334,96,IGD,ES,TRUE
BG,7.33703217157443,5,0.20833333333333334,96,IGD,ES,TRUE
CZ,6.10828046500901,11,0.4583333333333333,96,IGD,ES,TRUE
DE,7.00396500762481,7,0.2916666666666667,96,IGD,ES,TRUE
DK,6.12936081516854,10,0.4166666666666667,96,IGD,ES,TRUE
EE,5.67994814052229,12,0.5,96,IGD,ES,TRUE
GR,4.75776552362826,15,0.625,96,IGD,ES,TRUE
ES,7.36542632657144,4,0.16666666666666666,96,IGD,ES,TRUE
FI,7.79751961570661,3,0.125,96,IGD,ES,TRUE
HR,3.10641193649399,19,0.7916666666666666,96,IGD,ES,TRUE
HU,11.8499553093243,21,0.875,96,IGD,ES,TRUE
IE,1.26365089023731,24,1,96,IGD,ES,TRUE
IT,7.20429578952877,6,0.25,96,IGD,ES,TRUE
LT,6.15371939798523,9,0.375,96,IGD,ES,TRUE
LU,8.91919057158037,2,0.08333333333333333,96,IGD,ES,TRUE
LV,9.47816762060597,1,0.041666666666666664,96,IGD,ES,TRUE
NL,6.94871368231127,8,0.3333333333333333,96,IGD,ES,TRUE
NO,1.69217436973199,22,0.9166666666666666,96,IGD,ES,TRUE
PL,4.92796077618405,14,0.5833333333333334,96,IGD,ES,TRUE
RO,2.3194688419827,20,0.8333333333333334,96,IGD,ES,TRUE
SE,5.24917948022197,13,0.5416666666666666,96,IGD,ES,TRUE
SI,1.65591923848574,23,0.9583333333333334,96,IGD,ES,TRUE
SK,4.58272214400414,16,0.6666666666666666,96,IGD,ES,TRUE
AT,1.73609013244947,17,0.7083333333333334,96,FOOD,ES,TRUE
BE,1.30023572399503,22,0.9166666666666666,96,FOOD,ES,TRUE
BG,1.16833499702726,23,0.9583333333333334,96,FOOD,ES,TRUE
CZ,1.80660010967165,16,0.6666666666666666,96,FOOD,ES,TRUE
DE,1.63352852271372,18,0.75,96,FOOD,ES,TRUE
DK,4.43001771334668,4,0.16666666666666666,96,FOOD,ES,TRUE
EE,2.3290427798943,11,0.4583333333333333,96,FOOD,ES,TRUE
GR,1.62413179388089,19,0.7916666666666666,96,FOOD,ES,TRUE
ES,1.30634466982536,21,0.875,96,FOOD,ES,TRUE
FI,2.35595747387159,10,0.4166666666666667,96,FOOD,ES,TRUE
HR,2.48309251867665,9,0.375,96,FOOD,ES,TRUE
HU,6.79822939021853,2,0.08333333333333333,96,FOOD,ES,TRUE
IE,2.0990778428784,12,0.5,96,FOOD,ES,TRUE
IT,2.81714847145146,8,0.3333333333333333,96,FOOD,ES,TRUE
LT,4.54395506958516,3,0.125,96,FOOD,ES,TRUE
LU,8.48941916071903,1,0.041666666666666664,96,FOOD,ES,TRUE
LV,1.9220974481662,15,0.625,96,FOOD,ES,TRUE
NL,2.87213918675322,7,0.2916666666666667,96,FOOD,ES,TRUE
NO,1.57355754322969,20,0.8333333333333334,96,FOOD,ES,TRUE
PL,13.1468835766379,13,0.5416666666666666,96,FOOD,ES,TRUE
RO,12.2392729502449,14,0.5833333333333334,96,FOOD,ES,TRUE
SE,3.32253519130177,5,0.20833333333333334,96,FOOD,ES,TRUE
SI,3.28179299313253,6,0.25,96,FOOD,ES,TRUE
SK,0.420166361339855,24,1,96,FOOD,ES,TRUE
AT,15.2394427813511,21,0.875,96,NRG,ES,TRUE
BE,4.29655614805303,14,0.5833333333333334,96,NRG,ES,TRUE
BG,14.4322102918705,22,0.9166666666666666,96,NRG,ES,TRUE
CZ,8.17093779869563,6,0.25,96,NRG,ES,TRUE
DE,4.96126654389833,12,0.5,96,NRG,ES,TRUE
DK,10.0799106026739,24,1,96,NRG,ES,TRUE
EE,5.44562710224587,11,0.4583333333333333,96,NRG,ES,TRUE
GR,19.1681571756452,19,0.7916666666666666,96,NRG,ES,TRUE
ES,9.85225851687601,1,0.041666666666666664,96,NRG,ES,TRUE
FI,6.95019231454508,8,0.3333333333333333,96,NRG,ES,TRUE
HR,8.60569098895251,5,0.20833333333333334,96,NRG,ES,TRUE
HU,6.81160475805444,9,0.375,96,NRG,ES,TRUE
IE,10.6227179102889,23,0.9583333333333334,96,NRG,ES,TRUE
IT,17.8498803887342,20,0.8333333333333334,96,NRG,ES,TRUE
LT,8.61958793796479,4,0.16666666666666666,96,NRG,ES,TRUE
LU,8.7196021369346,3,0.125,96,NRG,ES,TRUE
LV,9.63161075784415,2,0.08333333333333333,96,NRG,ES,TRUE
NL,6.01729634533438,10,0.4166666666666667,96,NRG,ES,TRUE
NO,2.23758104976177,17,0.7083333333333334,96,NRG,ES,TRUE
PL,4.69460969579654,13,0.5416666666666666,96,NRG,ES,TRUE
RO,2.17798381186675,18,0.75,96,NRG,ES,TRUE
SE,7.06656529053861,7,0.2916666666666667,96,NRG,ES,TRUE
SI,4.07620239905036,16,0.6666666666666666,96,NRG,ES,TRUE
SK,4.26640387878428,15,0.625,96,NRG,ES,TRUE
AT,0.869993309070608,22,0.9166666666666666,96,IGD_NNRG,ES,TRUE
BE,1.06409644636464,20,0.8333333333333334,96,IGD_NNRG,ES,TRUE
BG,1.91714641744857,12,0.5,96,IGD_NNRG,ES,TRUE
CZ,2.19569813843772,7,0.2916666666666667,96,IGD_NNRG,ES,TRUE
DE,3.12988627646075,2,0.08333333333333333,96,IGD_NNRG,ES,TRUE
DK,0.671381841084299,23,0.9583333333333334,96,IGD_NNRG,ES,TRUE
EE,2.48064306202112,6,0.25,96,IGD_NNRG,ES,TRUE
GR,2.00350610947233,10,0.4166666666666667,96,IGD_NNRG,ES,TRUE
ES,1.91181053419818,13,0.5416666666666666,96,IGD_NNRG,ES,TRUE
FI,2.60562959205737,4,0.16666666666666666,96,IGD_NNRG,ES,TRUE
HR,3.11724448510458,3,0.125,96,IGD_NNRG,ES,TRUE
HU,12.0570849677563,11,0.4583333333333333,96,IGD_NNRG,ES,TRUE
IE,1.79510768344418,14,0.5833333333333334,96,IGD_NNRG,ES,TRUE
IT,0.956417635562916,21,0.875,96,IGD_NNRG,ES,TRUE
LT,1.47401922158214,17,0.7083333333333334,96,IGD_NNRG,ES,TRUE
LU,1.2528915034968,18,0.75,96,IGD_NNRG,ES,TRUE
LV,1.12761049627787,19,0.7916666666666666,96,IGD_NNRG,ES,TRUE
NL,1.72067188396862,15,0.625,96,IGD_NNRG,ES,TRUE
NO,2.05287923333112,9,0.375,96,IGD_NNRG,ES,TRUE
PL,0.42444567471796,24,1,96,IGD_NNRG,ES,TRUE
RO,2.49896517714985,5,0.20833333333333334,96,IGD_NNRG,ES,TRUE
SE,3.53645347741293,1,0.041666666666666664,96,IGD_NNRG,ES,TRUE
SI,2.08566006081593,8,0.3333333333333333,96,IGD_NNRG,ES,TRUE
SK,1.53239686998411,16,0.6666666666666666,96,IGD_NNRG,ES,TRUE
AT,4.36366158659752,6,0.25,96,TOT_X_NRG,ES,TRUE
BE,2.37863870037868,13,0.5416666666666666,96,TOT_X_NRG,ES,TRUE
BG,1.49318940377764,18,0.75,96,TOT_X_NRG,ES,TRUE
CZ,4.31747804153295,8,0.3333333333333333,96,TOT_X_NRG,ES,TRUE
DE,3.71821114977103,10,0.4166666666666667,96,TOT_X_NRG,ES,TRUE
DK,1.43343010547632,20,0.8333333333333334,96,TOT_X_NRG,ES,TRUE
EE,2.20999690836172,15,0.625,96,TOT_X_NRG,ES,TRUE
GR,1.36751752503241,21,0.875,96,TOT_X_NRG,ES,TRUE
ES,4.60870196517882,5,0.20833333333333334,96,TOT_X_NRG,ES,TRUE
FI,1.66754932226334,17,0.7083333333333334,96,TOT_X_NRG,ES,TRUE
HR,6.03133248392665,4,0.16666666666666666,96,TOT_X_NRG,ES,TRUE
HU,8.83702947718843,2,0.08333333333333333,96,TOT_X_NRG,ES,TRUE
IE,1.84491177584377,16,0.6666666666666666,96,TOT_X_NRG,ES,TRUE
IT,2.98982259533565,12,0.5,96,TOT_X_NRG,ES,TRUE
LT,0.994792783887211,23,0.9583333333333334,96,TOT_X_NRG,ES,TRUE
LU,7.35552492837986,3,0.125,96,TOT_X_NRG,ES,TRUE
LV,3.72053231050774,9,0.375,96,TOT_X_NRG,ES,TRUE
NL,1.30671739571954,22,0.9166666666666666,96,TOT_X_NRG,ES,TRUE
NO,3.39799475408018,11,0.4583333333333333,96,TOT_X_NRG,ES,TRUE
PL,0.758892809115337,24,1,96,TOT_X_NRG,ES,TRUE
RO,8.84390960294922,1,0.041666666666666664,96,TOT_X_NRG,ES,TRUE
SE,1.43923311844536,19,0.7916666666666666,96,TOT_X_NRG,ES,TRUE
SI,2.37438773266605,14,0.5833333333333334,96,TOT_X_NRG,ES,TRUE
SK,4.35936266111331,7,0.2916666666666667,96,TOT_X_NRG,ES,TRUE
AT,4.45282190345663,6,0.2608695652173913,48,DAA,PT,TRUE
BE,2.72610402010816,14,0.6086956521739131,48,DAA,PT,TRUE
BG,1.3975744490472,22,0.9565217391304348,48,DAA,PT,TRUE
CZ,6.38166202748786,3,0.13043478260869565,48,DAA,PT,TRUE
DE,36.5813583644673,9,0.391304347826087,48,DAA,PT,TRUE
DK,4.09303338104854,8,0.34782608695652173,48,DAA,PT,TRUE
EE,17.2587157077606,16,0.6956521739130435,48,DAA,PT,TRUE
FI,2.73437990762419,13,0.5652173913043478,48,DAA,PT,TRUE
GR,2.53987845658479,15,0.6521739130434783,48,DAA,PT,TRUE
HR,11.0211575092882,20,0.8695652173913043,48,DAA,PT,TRUE
HU,4.80396490198193,5,0.21739130434782608,48,DAA,PT,TRUE
IT,2.78132130560182,12,0.5217391304347826,48,DAA,PT,TRUE
LT,11.1853942195412,19,0.8260869565217391,48,DAA,PT,TRUE
LU,35.217031975454,10,0.43478260869565216,48,DAA,PT,TRUE
LV,10.5082656574459,21,0.9130434782608695,48,DAA,PT,TRUE
NL,4.22189894078001,7,0.30434782608695654,48,DAA,PT,TRUE
NO,3.32106072573692,11,0.4782608695652174,48,DAA,PT,TRUE
PL,6.86326358963749,2,0.08695652173913043,48,DAA,PT,TRUE
PT,15.8632326683481,17,0.7391304347826086,48,DAA,PT,TRUE
RO,0.213546980408062,23,1,48,DAA,PT,TRUE
SE,5.57397946587639,4,0.17391304347826086,48,DAA,PT,TRUE
SI,11.741355723322,18,0.782608695652174,48,DAA,PT,TRUE
SK,7.49875313742501,1,0.043478260869565216,48,DAA,PT,TRUE
AT,1.485044715497,21,0.875,48,CP00,PT,TRUE
BE,2.10575545044069,17,0.7083333333333334,48,CP00,PT,TRUE
BG,1.26049099230199,24,1,48,CP00,PT,TRUE
CZ,3.8434558775632,10,0.4166666666666667,48,CP00,PT,TRUE
DE,3.74011979053312,12,0.5,48,CP00,PT,TRUE
DK,4.11407066683416,8,0.3333333333333333,48,CP00,PT,TRUE
EE,3.24604413922122,15,0.625,48,CP00,PT,TRUE
GR,1.39773176263326,22,0.9166666666666666,48,CP00,PT,TRUE
FI,6.50319967164438,4,0.16666666666666666,48,CP00,PT,TRUE
HR,3.29722130387587,14,0.5833333333333334,48,CP00,PT,TRUE
HU,12.0137042143843,18,0.75,48,CP00,PT,TRUE
IE,1.26071692298232,23,0.9583333333333334,48,CP00,PT,TRUE
IT,5.25938764761468,5,0.20833333333333334,48,CP00,PT,TRUE
LT,3.77153734618697,11,0.4583333333333333,48,CP00,PT,TRUE
LU,9.97595492625024,1,0.041666666666666664,48,CP00,PT,TRUE
LV,8.28034280332165,3,0.125,48,CP00,PT,TRUE
NL,4.71042100322899,6,0.25,48,CP00,PT,TRUE
NO,3.37059599573248,13,0.5416666666666666,48,CP00,PT,TRUE
PL,1.76730981829778,20,0.8333333333333334,48,CP00,PT,TRUE
PT,1.79627425325728,19,0.7916666666666666,48,CP00,PT,TRUE
RO,9.46948839058012,2,0.08333333333333333,48,CP00,PT,TRUE
SE,4.58362298301857,7,0.2916666666666667,48,CP00,PT,TRUE
SI,4.03755571099908,9,0.375,48,CP00,PT,TRUE
SK,2.77489618608471,16,0.6666666666666666,48,CP00,PT,TRUE
AT,5.42281090715008,8,0.3333333333333333,48,GD,PT,TRUE
BE,2.35134594893453,20,0.8333333333333334,48,GD,PT,TRUE
BG,3.98957515433363,15,0.625,48,GD,PT,TRUE
CZ,5.81929533282991,7,0.2916666666666667,48,GD,PT,TRUE
DE,5.85842444339595,6,0.25,48,GD,PT,TRUE
DK,6.53434216500453,5,0.20833333333333334,48,GD,PT,TRUE
EE,4.79442995646353,11,0.4583333333333333,48,GD,PT,TRUE
GR,6.89783435042027,4,0.16666666666666666,48,GD,PT,TRUE
FI,8.39904211628983,2,0.08333333333333333,48,GD,PT,TRUE
HR,5.03809843001853,10,0.4166666666666667,48,GD,PT,TRUE
HU,14.4824010250312,21,0.875,48,GD,PT,TRUE
IE,0.962318426897562,24,1,48,GD,PT,TRUE
IT,5.05810584937181,9,0.375,48,GD,PT,TRUE
LT,3.20194030221512,17,0.7083333333333334,48,GD,PT,TRUE
LU,8.27230692381765,3,0.125,48,GD,PT,TRUE
LV,8.92940895335183,1,0.041666666666666664,48,GD,PT,TRUE
NL,4.00401462379291,14,0.5833333333333334,48,GD,PT,TRUE
NO,3.04888323939518,18,0.75,48,GD,PT,TRUE
PL,2.52864959637763,19,0.7916666666666666,48,GD,PT,TRUE
PT,1.68662320022961,22,0.9166666666666666,48,GD,PT,TRUE
RO,3.25400621676824,16,0.6666666666666666,48,GD,PT,TRUE
SE,4.6911709146454,12,0.5,48,GD,PT,TRUE
SI,4.19057787749037,13,0.5416666666666666,48,GD,PT,TRUE
SK,1.23176548608042,23,0.9583333333333334,48,GD,PT,TRUE
AT,1.74389543381879,16,0.6666666666666666,48,SERV,PT,TRUE
BE,2.65860423511571,10,0.4166666666666667,48,SERV,PT,TRUE
BG,1.65998269214844,18,0.75,48,SERV,PT,TRUE
CZ,1.96960187107772,15,0.625,48,SERV,PT,TRUE
DE,4.65361748237268,4,0.16666666666666666,48,SERV,PT,TRUE
DK,1.14686724727348,23,0.9583333333333334,48,SERV,PT,TRUE
EE,3.03138787082545,8,0.3333333333333333,48,SERV,PT,TRUE
GR,0.660410809069296,24,1,48,SERV,PT,TRUE
FI,2.48681711493425,11,0.4583333333333333,48,SERV,PT,TRUE
HR,4.14552581619003,5,0.20833333333333334,48,SERV,PT,TRUE
HU,10.4731158745426,14,0.5833333333333334,48,SERV,PT,TRUE
IE,2.99292451328376,9,0.375,48,SERV,PT,TRUE
IT,3.15980753206908,7,0.2916666666666667,48,SERV,PT,TRUE
LT,1.43947438350629,20,0.8333333333333334,48,SERV,PT,TRUE
LU,6.26758861178072,2,0.08333333333333333,48,SERV,PT,TRUE
LV,7.73604427774849,1,0.041666666666666664,48,SERV,PT,TRUE
NL,1.49911274556938,19,0.7916666666666666,48,SERV,PT,TRUE
NO,5.18599149071424,3,0.125,48,SERV,PT,TRUE
PL,1.23301370106346,21,0.875,48,SERV,PT,TRUE
PT,2.17689088129552,13,0.5416666666666666,48,SERV,PT,TRUE
RO,2.25426218867004,12,0.5,48,SERV,PT,TRUE
SE,3.2099917873722,6,0.25,48,SERV,PT,TRUE
SI,1.16630224086978,22,0.9166666666666666,48,SERV,PT,TRUE
SK,1.69347110809,17,0.7083333333333334,48,SERV,PT,TRUE
AT,3.05216670430767,14,0.5833333333333334,48,IGD,PT,TRUE
BE,2.62985383377442,17,0.7083333333333334,48,IGD,PT,TRUE
BG,5.85637995679563,7,0.2916666666666667,48,IGD,PT,TRUE
CZ,6.02786430273217,5,0.20833333333333334,48,IGD,PT,TRUE
DE,5.07488879707885,9,0.375,48,IGD,PT,TRUE
DK,5.94357318666331,6,0.25,48,IGD,PT,TRUE
EE,4.35060050314107,11,0.4583333333333333,48,IGD,PT,TRUE
GR,5.55553266151985,8,0.3333333333333333,48,IGD,PT,TRUE
FI,7.36972745255934,3,0.125,48,IGD,PT,TRUE
HR,1.81008932223754,22,0.9166666666666666,48,IGD,PT,TRUE
HU,11.7441669258602,21,0.875,48,IGD,PT,TRUE
IE,0.755644544497058,24,1,48,IGD,PT,TRUE
IT,6.88786340517076,4,0.16666666666666666,48,IGD,PT,TRUE
LT,2.15591382626994,19,0.7916666666666666,48,IGD,PT,TRUE
LU,7.89364191367808,2,0.08333333333333333,48,IGD,PT,TRUE
LV,8.90487061321375,1,0.041666666666666664,48,IGD,PT,TRUE
NL,4.28382113645561,12,0.5,48,IGD,PT,TRUE
NO,1.71011172002138,23,0.9583333333333334,48,IGD,PT,TRUE
PL,3.64425256927862,13,0.5416666666666666,48,IGD,PT,TRUE
PT,2.87841586762116,15,0.625,48,IGD,PT,TRUE
RO,2.16226156125695,18,0.75,48,IGD,PT,TRUE
SE,4.53389802896179,10,0.4166666666666667,48,IGD,PT,TRUE
SI,2.82200376513327,16,0.6666666666666666,48,IGD,PT,TRUE
SK,2.12686693118439,20,0.8333333333333334,48,IGD,PT,TRUE
AT,0.840258846887198,24,1,48,FOOD,PT,TRUE
BE,1.33302857629669,23,0.9583333333333334,48,FOOD,PT,TRUE
BG,2.40569550837001,12,0.5,48,FOOD,PT,TRUE
CZ,4.34252860567524,6,0.25,48,FOOD,PT,TRUE
DE,2.62083690200251,11,0.4583333333333333,48,FOOD,PT,TRUE
DK,3.92653887927823,8,0.3333333333333333,48,FOOD,PT,TRUE
EE,1.98015683245157,17,0.7083333333333334,48,FOOD,PT,TRUE
GR,1.62556741003564,19,0.7916666666666666,48,FOOD,PT,TRUE
FI,1.34930590015488,22,0.9166666666666666,48,FOOD,PT,TRUE
HR,2.8688689675527,10,0.4166666666666667,48,FOOD,PT,TRUE
HU,4.8947708258911,4,0.16666666666666666,48,FOOD,PT,TRUE
IE,1.53492735134764,21,0.875,48,FOOD,PT,TRUE
IT,1.98877735823032,16,0.6666666666666666,48,FOOD,PT,TRUE
LT,4.349805128945,5,0.20833333333333334,48,FOOD,PT,TRUE
LU,7.15626354916401,2,0.08333333333333333,48,FOOD,PT,TRUE
LV,3.09827439358265,9,0.375,48,FOOD,PT,TRUE
NL,1.64448683356966,18,0.75,48,FOOD,PT,TRUE
NO,1.58890449432649,20,0.8333333333333334,48,FOOD,PT,TRUE
PL,9.4225522458207,1,0.041666666666666664,48,FOOD,PT,TRUE
PT,2.00060871185267,14,0.5833333333333334,48,FOOD,PT,TRUE
RO,13.185085064751,15,0.625,48,FOOD,PT,TRUE
SE,4.08961442785169,7,0.2916666666666667,48,FOOD,PT,TRUE
SI,2.22927525786907,13,0.5416666666666666,48,FOOD,PT,TRUE
SK,5.60993231903482,3,0.125,48,FOOD,PT,TRUE
AT,12.1297108508561,20,0.8333333333333334,48,NRG,PT,TRUE
